plot,tree,DBH,Height,CBH,life,CW_E,CW_S,CW_W,CW_N,x,y,SD,CLR,CW,CW_EW,CW_SN,Age Group
45,бДр╤ки,13.7,9.8,3.4,а╪,1.69,1.54,1.39,1.41,6.7,3.2,1466.666667,0.65,3.015,3.08,2.95,╫ЭйЛаж
45,бДр╤ки,13.7,10.7,6.3,а╪,1.87,1.39,0.55,1.3,3.9,5.4,1466.666667,0.41,2.555,2.42,2.69,╫ЭйЛаж
47,бДр╤ки,13.7,14.4,8.9,а╪,2.25,2.17,2.09,2.76,9.2,6,877.7777778,0.38,4.635,4.34,4.93,╫ЭйЛаж
74,бДр╤ки,13.7,12.3,5.2,а╪,1.4,1.1,2.2,1.9,0,0,1566.666667,0.58,3.3,3.6,3,╫ЭйЛаж
83,бДр╤ки,13.7,11.9,2.3,а╪,2.3,0.8,1,1.1,0,0,555.5555556,0.81,2.6,3.3,1.9,╫ЭйЛаж
1,бДр╤ки,13.8,8.9,2.48,╩Н,2.5,2.1,1.8,1.5,9.376,7.95,2344.444444,0.72,3.95,4.3,3.6,╫ЭйЛаж
1,бДр╤ки,13.8,9.8,1.7,╩Н,2.6,2.3,1.8,2.2,0.222,7.217,2344.444444,0.83,4.45,4.4,4.5,╫ЭйЛаж
4,бДр╤ки,13.8,10.8,4.9,а╪,1.47,2.7,3.46,3.9,5.1,8.3,2155.555556,0.55,5.765,4.93,6.6,╫ЭйЛаж
4,бДр╤ки,13.8,12.7,6.8,а╪,1.84,1.13,1.45,1.68,5.6,5.9,2155.555556,0.46,3.05,3.29,2.81,╫ЭйЛаж
15,бДр╤ки,13.8,7.6,1.1,а╪,1.185,2.204,2.54,3.6,8.8,7.4,788.8888889,0.86,4.7645,3.725,5.804,╫ЭйЛаж
15,бДр╤ки,13.8,7.7,6.9,а╪,1.54,1.435,1.52,0.83,5.6,6.8,788.8888889,0.1,2.6625,3.06,2.265,╫ЭйЛаж
19,бДр╤ки,13.8,11.8,1.3,а╪,1.117,1.752,1.116,1.02,5.8,1.5,766.6666667,0.89,2.5025,2.233,2.772,╫ЭйЛаж
25,бДр╤ки,13.8,10.9,1.4,а╪,2.104,2.02,1.789,1.886,5.1,3.1,1700,0.87,3.8995,3.893,3.906,╫ЭйЛаж
25,бДр╤ки,13.8,12.3,8.8,а╪,1.656,1.818,1.363,1.459,3.6,8.6,1700,0.28,3.148,3.019,3.277,╫ЭйЛаж
25,бДр╤ки,13.8,11.6,8.3,а╪,1.235,1.352,0.959,1.019,7,9.3,1700,0.28,2.2825,2.194,2.371,╫ЭйЛаж
25,бДр╤ки,13.8,11.7,7.1,а╪,1.549,1.549,1.761,1.547,7,9,1700,0.39,3.203,3.31,3.096,╫ЭйЛаж
29,бДр╤ки,13.8,12.4,10.5,а╪,1.46,1.56,1.7,1.65,4.6,8.9,1355.555556,0.15,3.185,3.16,3.21,╫ЭйЛаж
30,бДр╤ки,13.8,12.6,5.9,а╪,0.8,1.3,1.2,1.8,7.6,5.5,1444.444444,0.53,2.55,2,3.1,╫ЭйЛаж
30,бДр╤ки,13.8,11.3,6.2,а╪,2.5,2,1.9,1.7,6.3,3.8,1444.444444,0.45,4.05,4.4,3.7,╫ЭйЛаж
30,бДр╤ки,13.8,13.4,7.7,а╪,1.77,1.35,1.54,1.37,4,4.1,1444.444444,0.43,3.015,3.31,2.72,╫ЭйЛаж
34,бДр╤ки,13.8,11,1.8,а╪,1.7,1.59,1.39,1.86,8.9,9.6,977.7777778,0.84,3.27,3.09,3.45,╫ЭйЛаж
38,бДр╤ки,13.8,6.6,1.5,а╪,1.8,1.8,1.9,1.8,0.2,5.8,322.2222222,0.77,3.65,3.7,3.6,╫ЭйЛаж
41,бДр╤ки,13.8,7.6,0.4,а╪,1.3,1.7,1.52,1.77,9.7,9.5,1522.222222,0.95,3.145,2.82,3.47,╫ЭйЛаж
41,бДр╤ки,13.8,7.1,1.1,а╪,2.29,1.91,1.94,2.22,3.1,7.6,1522.222222,0.85,4.18,4.23,4.13,╫ЭйЛаж
42,бДр╤ки,13.8,12.4,6.1,а╪,1.32,1.07,1.34,1.57,9,4.7,2288.888889,0.51,2.65,2.66,2.64,╫ЭйЛаж
44,бДр╤ки,13.8,11.5,6,а╪,2.21,1.98,2.04,2.18,2.6,2.8,1977.777778,0.48,4.205,4.25,4.16,╫ЭйЛаж
46,бДр╤ки,13.8,11.6,7.4,а╪,1.98,1.77,1.37,1.47,2.4,4,1655.555556,0.36,3.295,3.35,3.24,╫ЭйЛаж
47,бДр╤ки,13.8,15.3,9.3,а╪,1.9,2.2,1.4,2.3,1.5,3.3,877.7777778,0.39,3.9,3.3,4.5,╫ЭйЛаж
59,бДр╤ки,13.8,9,4.2,а╪,4,2.2,1.5,3.3,0,0,2155.555556,0.53,5.5,5.5,5.5,╫ЭйЛаж
74,бДр╤ки,13.8,11.9,4.5,а╪,2,2.4,1.6,1.8,0,0,1566.666667,0.62,3.9,3.6,4.2,╫ЭйЛаж
74,бДр╤ки,13.8,8.8,2.9,а╪,1.7,1.9,1.6,1.8,0,0,1566.666667,0.67,3.5,3.3,3.7,╫ЭйЛаж
74,бДр╤ки,13.8,10.6,3,а╪,1.8,1.6,1.8,1.6,0,0,1566.666667,0.72,3.4,3.6,3.2,╫ЭйЛаж
86,бДр╤ки,13.8,13.4,3.9,а╪,2.7,1.1,1.3,1,0,0,1155.555556,0.71,3.05,4,2.1,╫ЭйЛаж
20,бДр╤ки,13.9,11.4,1.4,а╪,1.783,2.075,1.044,1.427,2.8,2.2,822.2222222,0.88,3.1645,2.827,3.502,╫ЭйЛаж
25,бДр╤ки,13.9,10.4,5,а╪,1.63,1.63,1.208,1.287,0.2,2.6,1700,0.52,2.8775,2.838,2.917,╫ЭйЛаж
27,бДр╤ки,13.9,13,8.5,а╪,1.551,1.715,1.109,1.539,0.8,1.8,1077.777778,0.35,2.957,2.66,3.254,╫ЭйЛаж
29,бДр╤ки,13.9,11.1,8.8,а╪,1.63,1.26,1.73,1.54,8.3,5.1,1355.555556,0.21,3.08,3.36,2.8,╫ЭйЛаж
30,бДр╤ки,13.9,11.2,5.7,а╪,1.8,1.8,2.5,1.4,2.4,7,1444.444444,0.49,3.75,4.3,3.2,╫ЭйЛаж
38,бДр╤ки,13.9,6.7,1.4,а╪,2.1,1.8,1.3,1.5,1.4,1.2,322.2222222,0.79,3.35,3.4,3.3,╫ЭйЛаж
40,бДр╤ки,13.9,8.1,0.7,а╪,2.43,2.66,2.93,1.97,2.5,4.5,511.1111111,0.91,4.995,5.36,4.63,╫ЭйЛаж
42,бДр╤ки,13.9,11.8,5.8,а╪,1.52,1.21,1.52,1.53,7.5,0.4,2288.888889,0.51,2.89,3.04,2.74,╫ЭйЛаж
44,бДр╤ки,13.9,11.6,7.6,а╪,2.1,0.9,2.2,0.9,3,0.1,1977.777778,0.34,3.05,4.3,1.8,╫ЭйЛаж
44,бДр╤ки,13.9,11.4,6.6,а╪,2.09,1.63,2.53,2.14,0.1,5.9,1977.777778,0.42,4.195,4.62,3.77,╫ЭйЛаж
74,бДр╤ки,13.9,11.4,4.5,а╪,0.5,1.6,2,2,0,0,1566.666667,0.61,3.05,2.5,3.6,╫ЭйЛаж
88,бДр╤ки,13.9,12,4.7,а╪,0.9,1.3,1.5,1.2,0,0,1122.222222,0.61,2.45,2.4,2.5,╫ЭйЛаж
1,бДр╤ки,14,9.9,3,а╪,1.7,1.7,1.6,2.5,9.8,2.7,2344.444444,0.7,3.75,3.3,4.2,╫ЭйЛаж
14,бДр╤ки,14,10.74,1.7,а╪,1.6,1.5,1.4,1.2,5.5,7.7,1022.222222,0.84,2.85,3,2.7,╫ЭйЛаж
15,бДр╤ки,14,11.5,4.7,а╪,1.457,1.129,2.05,0.6,4.5,1.2,788.8888889,0.59,2.618,3.507,1.729,╫ЭйЛаж
20,бДр╤ки,14,10,0.2,а╪,1.476,1.44,0.901,0.716,5.8,6.8,822.2222222,0.98,2.2665,2.377,2.156,╫ЭйЛаж
25,бДр╤ки,14,11.8,7.4,а╪,1.2,1.47,1.739,1.57,5,6.3,1700,0.37,2.9895,2.939,3.04,╫ЭйЛаж
25,бДр╤ки,14,13,4.4,а╪,1.429,1.136,1.839,1.624,0.7,3.7,1700,0.66,3.014,3.268,2.76,╫ЭйЛаж
25,бДр╤ки,14,12.9,8.6,а╪,1.383,1.383,1.103,0.898,3,6.7,1700,0.33,2.3835,2.486,2.281,╫ЭйЛаж
29,бДр╤ки,14,15.3,12,а╪,1.55,1.08,1.27,1.76,8.4,2.8,1355.555556,0.22,2.83,2.82,2.84,╫ЭйЛаж
30,бДр╤ки,14,13.8,5.4,а╪,1.9,2,1.9,1.6,9.3,7.8,1444.444444,0.61,3.7,3.8,3.6,╫ЭйЛаж
30,бДр╤ки,14,12,6.9,а╪,1.44,1.68,2.05,1.59,3.5,7.7,1444.444444,0.42,3.38,3.49,3.27,╫ЭйЛаж
32,бДр╤ки,14,15.1,9.1,а╪,1.49,1.64,1.74,1.38,4.6,1.3,1511.111111,0.4,3.125,3.23,3.02,╫ЭйЛаж
34,бДр╤ки,14,11.6,5.2,а╪,1.8,1.4,1.6,1.5,8.5,9,977.7777778,0.55,3.15,3.4,2.9,╫ЭйЛаж
34,бДр╤ки,14,11.9,7.3,а╪,1.48,1.42,1.58,1.42,5,9,977.7777778,0.39,2.95,3.06,2.84,╫ЭйЛаж
36,бДр╤ки,14,13.9,5.2,а╪,2.11,2.52,1.76,1.85,9.9,3.6,1088.888889,0.63,4.12,3.87,4.37,╫ЭйЛаж
42,бДр╤ки,14,11.6,7.9,а╪,2.05,1.59,1.3,1.41,6,7.3,2288.888889,0.32,3.175,3.35,3,╫ЭйЛаж
42,бДр╤ки,14,13.5,9.1,а╪,1.41,1.69,1.61,1.55,6,1,2288.888889,0.33,3.13,3.02,3.24,╫ЭйЛаж
42,бДр╤ки,14,12.1,5.7,а╪,1.43,1.4,1.6,1.52,3.7,5.7,2288.888889,0.53,2.975,3.03,2.92,╫ЭйЛаж
44,бДр╤ки,14,10.2,6,а╪,2,1.84,1.94,2.11,3.6,5.7,1977.777778,0.41,3.945,3.94,3.95,╫ЭйЛаж
44,бДр╤ки,14,11.3,6.8,а╪,1.7,1.3,1.3,1.9,8.3,8.2,1977.777778,0.4,3.1,3,3.2,╫ЭйЛаж
44,бДр╤ки,14,13.6,7.1,а╪,2.18,1.93,1.46,2.14,8.5,2,1977.777778,0.48,3.855,3.64,4.07,╫ЭйЛаж
57,бДр╤ки,14,11.3,3.9,а╪,1.72,2.12,1.85,1.61,0,0,1133.333333,0.65,3.65,3.57,3.73,╫ЭйЛаж
71,бДр╤ки,14,14.9,11,а╪,0.6,2.4,2.7,1.5,0,0,1022.222222,0.26,3.6,3.3,3.9,╫ЭйЛаж
74,бДр╤ки,14,9.5,3.4,а╪,1.9,0.2,1.7,2.4,0,0,1566.666667,0.64,3.1,3.6,2.6,╫ЭйЛаж
86,бДр╤ки,14,10.9,3.7,а╪,2.2,1.3,1.3,1.8,0,0,1155.555556,0.66,3.3,3.5,3.1,╫ЭйЛаж
86,бДр╤ки,14,10.8,3.3,а╪,1.9,1.2,1,1.7,0,0,1155.555556,0.69,2.9,2.9,2.9,╫ЭйЛаж
86,бДр╤ки,14,11.8,5.5,а╪,1.4,1.7,1.4,1.5,0,0,1155.555556,0.53,3,2.8,3.2,╫ЭйЛаж
1,бДр╤ки,14.1,10.7,3.8,╩Н,1.7,1.7,2.5,2.1,1.361,2.487,2344.444444,0.64,4,4.2,3.8,╫ЭйЛаж
4,бДр╤ки,14.1,10.6,3.3,а╪,2.41,1.18,2.03,2.05,3.7,5.6,2155.555556,0.69,3.835,4.44,3.23,╫ЭйЛаж
4,бДр╤ки,14.1,11.6,7,а╪,1.18,1.62,2.35,1.58,1.8,5,2155.555556,0.4,3.365,3.53,3.2,╫ЭйЛаж
14,бДр╤ки,14.1,13.6,8,а╪,1.45,1.68,2.05,2.67,5.5,9.5,1022.222222,0.41,3.925,3.5,4.35,╫ЭйЛаж
14,бДр╤ки,14.1,6.7,1.8,а╪,2.5,2.6,3,2.8,2.8,1,1022.222222,0.73,5.45,5.5,5.4,╫ЭйЛаж
25,бДр╤ки,14.1,12.2,8,а╪,1.679,1.77,1.939,1.548,1.2,6.3,1700,0.34,3.468,3.618,3.318,╫ЭйЛаж
25,бДр╤ки,14.1,12.3,6.5,а╪,1.654,1.503,1.598,1.889,3,3.5,1700,0.47,3.322,3.252,3.392,╫ЭйЛаж
28,бДр╤ки,14.1,11.8,7.3,а╪,1.55,1.24,1.55,1.37,5.2,8.8,1466.666667,0.38,2.855,3.1,2.61,╫ЭйЛаж
30,бДр╤ки,14.1,12.5,5.3,а╪,1.5,2,1.8,1.5,1,3.2,1444.444444,0.58,3.4,3.3,3.5,╫ЭйЛаж
30,бДр╤ки,14.1,11.7,3.5,а╪,2.1,1.8,2,2.6,6.8,8.2,1444.444444,0.7,4.25,4.1,4.4,╫ЭйЛаж
34,бДр╤ки,14.1,10.1,5.4,а╪,1.5,1.6,1.1,1.3,5.5,9,977.7777778,0.47,2.75,2.6,2.9,╫ЭйЛаж
35,бДр╤ки,14.1,7.4,0.4,а╪,2.21,1.78,2.47,1.85,9,6.4,1733.333333,0.95,4.155,4.68,3.63,╫ЭйЛаж
42,бДр╤ки,14.1,12.8,8.6,а╪,1.79,1.47,1.44,1.85,2.8,5.9,2288.888889,0.33,3.275,3.23,3.32,╫ЭйЛаж
44,бДр╤ки,14.1,11.1,6.1,а╪,1.56,1.41,1.56,1.31,1.21,0.78,1977.777778,0.45,2.92,3.12,2.72,╫ЭйЛаж
46,бДр╤ки,14.1,13.9,7.5,а╪,1.77,1.78,1.66,1.96,7.5,6,1655.555556,0.46,3.585,3.43,3.74,╫ЭйЛаж
46,бДр╤ки,14.1,12.6,7.7,а╪,1.61,1.64,2,1.37,5,5.8,1655.555556,0.39,3.31,3.61,3.01,╫ЭйЛаж
46,бДр╤ки,14.1,12.4,6.9,а╪,1.9,1.54,1.26,1.29,9.8,8,1655.555556,0.44,2.995,3.16,2.83,╫ЭйЛаж
57,бДр╤ки,14.1,10.4,4.2,а╪,1.75,1.8,1.85,1.6,0,0,1133.333333,0.6,3.5,3.6,3.4,╫ЭйЛаж
60,бДр╤ки,14.1,16.9,5.7,а╪,1.35,1.13,1.24,1.57,0,0,977.7777778,0.66,2.645,2.59,2.7,╫ЭйЛаж
85,бДр╤ки,14.1,12.1,9.1,0,0.8,1.7,1.5,1.8,0,0,1422.222222,0.25,2.9,2.3,3.5,╫ЭйЛаж
86,бДр╤ки,14.1,11.7,4.6,а╪,1.5,1.7,2.1,1.4,0,0,1155.555556,0.61,3.35,3.6,3.1,╫ЭйЛаж
86,бДр╤ки,14.1,12.5,7,а╪,1.3,1.5,1.2,1.5,0,0,1155.555556,0.44,2.75,2.5,3,╫ЭйЛаж
4,бДр╤ки,14.2,11.5,4.3,а╪,1.88,1.98,1.9,2.01,4.7,2.1,2155.555556,0.63,3.885,3.78,3.99,╫ЭйЛаж
4,бДр╤ки,14.2,9.6,4.9,а╪,1.91,2.16,2.31,2.22,2.3,9.1,2155.555556,0.49,4.3,4.22,4.38,╫ЭйЛаж
4,бДр╤ки,14.2,9.7,4.8,а╪,2.72,2.25,2.16,2.59,8.3,1.7,2155.555556,0.51,4.86,4.88,4.84,╫ЭйЛаж
14,бДр╤ки,14.2,12.7,7.3,а╪,0.48,0.47,0.95,0.86,5.5,9.2,1022.222222,0.43,1.38,1.43,1.33,╫ЭйЛаж
18,бДр╤ки,14.2,7.9,1.3,а╪,1.57,1.51,1.64,1.7,1.3,1.6,422.2222222,0.84,3.21,3.21,3.21,╫ЭйЛаж
28,бДр╤ки,14.2,14.5,7,а╪,1.62,1.49,0.88,1.62,6,3.2,1466.666667,0.52,2.805,2.5,3.11,╫ЭйЛаж
36,бДр╤ки,14.2,11.5,5,а╪,1.17,1.91,1.59,1.47,5.1,5,1088.888889,0.57,3.07,2.76,3.38,╫ЭйЛаж
36,бДр╤ки,14.2,13.1,7.5,а╪,1.46,1.67,1.49,1.81,1.7,9.2,1088.888889,0.43,3.215,2.95,3.48,╫ЭйЛаж
36,бДр╤ки,14.2,13.3,6.3,а╪,1.51,2.28,1.75,1.37,5.9,5.6,1088.888889,0.53,3.455,3.26,3.65,╫ЭйЛаж
41,бДр╤ки,14.2,7.1,1.2,а╪,2.75,1.56,2.34,2.69,2.5,8.4,1522.222222,0.83,4.67,5.09,4.25,╫ЭйЛаж
42,бДр╤ки,14.2,13.3,9.1,а╪,1.01,1.81,1.74,1.35,0.1,5.3,2288.888889,0.32,2.955,2.75,3.16,╫ЭйЛаж
45,бДр╤ки,14.2,12.3,5.5,а╪,1.5,1.68,1.71,1.78,3,4.8,1466.666667,0.55,3.335,3.21,3.46,╫ЭйЛаж
45,бДр╤ки,14.2,10.8,5.5,а╪,1.9,1.88,1.69,1.55,4.8,4.6,1466.666667,0.49,3.51,3.59,3.43,╫ЭйЛаж
45,бДр╤ки,14.2,12.4,8.1,а╪,1.64,1.78,2.08,1.79,6.3,8.8,1466.666667,0.35,3.645,3.72,3.57,╫ЭйЛаж
46,бДр╤ки,14.2,13.7,8.5,а╪,1.47,1.56,1.38,1.35,4,6.5,1655.555556,0.38,2.88,2.85,2.91,╫ЭйЛаж
59,бДр╤ки,14.2,9.6,8.8,а╪,1.9,1.3,2,5,0,0,2155.555556,0.08,5.1,3.9,6.3,╫ЭйЛаж
72,бДр╤ки,14.2,17,11.8,а╪,1.7,1.3,1.5,0.9,0,0,944.4444444,0.31,2.7,3.2,2.2,╫ЭйЛаж
74,бДр╤ки,14.2,13,6.4,а╪,1.4,1.4,2.6,2.2,0,0,1566.666667,0.51,3.8,4,3.6,╫ЭйЛаж
74,бДр╤ки,14.2,3.4,1.5,а╪,1.7,1.7,1.4,2.1,0,0,1566.666667,0.56,3.45,3.1,3.8,╫ЭйЛаж
74,бДр╤ки,14.2,11.4,5.3,а╪,1.6,2.4,1.9,1.8,0,0,1566.666667,0.54,3.85,3.5,4.2,╫ЭйЛаж
74,бДр╤ки,14.2,14.3,3.6,а╪,1.6,1.6,2,1.7,0,0,1566.666667,0.75,3.45,3.6,3.3,╫ЭйЛаж
82,бДр╤ки,14.2,12.3,2.3,а╪,1.5,2.9,2.4,1.6,0,0,688.8888889,0.81,4.2,3.9,4.5,╫ЭйЛаж
83,бДр╤ки,14.2,13.6,2.4,а╪,1.8,0.8,1.5,1.6,0,0,555.5555556,0.82,2.85,3.3,2.4,╫ЭйЛаж
86,бДр╤ки,14.2,13.3,5.8,а╪,1.5,1.3,1.8,1.3,0,0,1155.555556,0.56,2.95,3.3,2.6,╫ЭйЛаж
4,бДр╤ки,14.3,12.3,5.3,а╪,1.71,0.99,1.37,1.61,7.9,6.8,2155.555556,0.57,2.84,3.08,2.6,╫ЭйЛаж
4,бДр╤ки,14.3,11.3,6.7,а╪,3.03,1.76,2.07,2.28,1.2,4.4,2155.555556,0.41,4.57,5.1,4.04,╫ЭйЛаж
4,бДр╤ки,14.3,11.2,6.7,а╪,1.57,1.36,1.88,1.92,0.8,0.2,2155.555556,0.4,3.365,3.45,3.28,╫ЭйЛаж
14,бДр╤ки,14.3,11.5,2.7,а╪,1.97,1.96,2.51,2.7,6.1,7.9,1022.222222,0.77,4.57,4.48,4.66,╫ЭйЛаж
14,бДр╤ки,14.3,12.7,2.4,а╪,3.118,3.24,1.29,1.33,4.7,1.1,1022.222222,0.81,4.489,4.408,4.57,╫ЭйЛаж
15,бДр╤ки,14.3,6.8,4.6,а╪,1.051,1.13,1.74,1.41,2,2.9,788.8888889,0.32,2.6655,2.791,2.54,╫ЭйЛаж
18,бДр╤ки,14.3,9.1,1,а╪,0.65,1.09,1.22,1.4,8.1,4.1,422.2222222,0.89,2.18,1.87,2.49,╫ЭйЛаж
19,бДр╤ки,14.3,12.8,0.6,а╪,1.064,1.886,1.518,1.516,6.9,3.8,766.6666667,0.95,2.992,2.582,3.402,╫ЭйЛаж
19,бДр╤ки,14.3,10.1,0.3,а╪,1.263,1.087,1.329,1.181,1.6,1.5,766.6666667,0.97,2.43,2.592,2.268,╫ЭйЛаж
20,бДр╤ки,14.3,9.5,1.1,а╪,1.678,1.295,1.173,1.706,9.5,3.6,822.2222222,0.88,2.926,2.851,3.001,╫ЭйЛаж
20,бДр╤ки,14.3,10.1,1.8,а╪,1.388,1.431,1.497,1.173,0.9,8,822.2222222,0.82,2.7445,2.885,2.604,╫ЭйЛаж
25,бДр╤ки,14.3,11.3,6.7,а╪,1.664,1.622,1.596,2.031,2,4.1,1700,0.41,3.4565,3.26,3.653,╫ЭйЛаж
27,бДр╤ки,14.3,11.5,7.8,а╪,1.137,1.226,1.558,1.514,4.5,6.5,1077.777778,0.32,2.7175,2.695,2.74,╫ЭйЛаж
29,бДр╤ки,14.3,15.8,10.2,а╪,1.17,1.51,1.27,1.35,5.6,9.3,1355.555556,0.35,2.65,2.44,2.86,╫ЭйЛаж
30,бДр╤ки,14.3,12.2,8,а╪,1.24,1.56,0.83,1.76,7.5,6.7,1444.444444,0.34,2.695,2.07,3.32,╫ЭйЛаж
36,бДр╤ки,14.3,11.5,5.2,а╪,1.92,1.69,1.48,1.6,9.5,9.1,1088.888889,0.55,3.345,3.4,3.29,╫ЭйЛаж
37,бДр╤ки,14.3,5.9,0.4,а╪,2.36,2.05,2.1,1.81,1.2,2.3,1644.444444,0.93,4.16,4.46,3.86,╫ЭйЛаж
37,бДр╤ки,14.3,6.3,0.2,а╪,1.87,2.05,1.65,1.98,3.1,2.4,1644.444444,0.97,3.775,3.52,4.03,╫ЭйЛаж
42,бДр╤ки,14.3,11.9,7.7,а╪,1.58,1.73,1.67,1.85,0.3,1.5,2288.888889,0.35,3.415,3.25,3.58,╫ЭйЛаж
42,бДр╤ки,14.3,13.6,10.5,а╪,1.38,1.21,1.59,1.67,8.2,8.9,2288.888889,0.23,2.925,2.97,2.88,╫ЭйЛаж
45,бДр╤ки,14.3,11.7,3.7,а╪,1.45,1.65,1.5,1.85,1.3,2.4,1466.666667,0.68,3.225,2.95,3.5,╫ЭйЛаж
46,бДр╤ки,14.3,13.3,8.7,а╪,1.65,1.44,1.59,1.36,6,1,1655.555556,0.35,3.02,3.24,2.8,╫ЭйЛаж
46,бДр╤ки,14.3,13.6,8.7,а╪,1.91,1.81,1.62,1.56,5,4.5,1655.555556,0.36,3.45,3.53,3.37,╫ЭйЛаж
57,бДр╤ки,14.3,10.2,3.4,а╪,1.94,1.29,1.08,1.88,0,0,1133.333333,0.67,3.095,3.02,3.17,╫ЭйЛаж
72,бДр╤ки,14.3,14.8,7.6,а╪,1.6,1.1,1.4,1.9,0,0,944.4444444,0.49,3,3,3,╫ЭйЛаж
88,бДр╤ки,14.3,12.1,4,а╪,1.8,1.8,2,1.1,0,0,1122.222222,0.67,3.35,3.8,2.9,╫ЭйЛаж
1,бДр╤ки,14.4,12.3,3.3,╩Н,2,1.6,1.7,1.6,4.721,2.27,2344.444444,0.73,3.45,3.7,3.2,╫ЭйЛаж
1,бДр╤ки,14.4,9,2.2,╩Н,1.9,2.1,2.7,1.7,6.106,5.635,2344.444444,0.76,4.2,4.6,3.8,╫ЭйЛаж
1,бДр╤ки,14.4,7.3,1.4,а╪,2.3,1.8,1.3,0.9,3,8.2,2344.444444,0.81,3.15,3.6,2.7,╫ЭйЛаж
4,бДр╤ки,14.4,10.2,4.7,а╪,2.27,1.76,1.9,2.57,4.7,9.9,2155.555556,0.54,4.25,4.17,4.33,╫ЭйЛаж
4,бДр╤ки,14.4,11.5,5.2,а╪,1.92,1.61,1.26,1.88,5.1,2.1,2155.555556,0.55,3.335,3.18,3.49,╫ЭйЛаж
25,бДр╤ки,14.4,10.9,5.1,а╪,1.134,1.241,1.79,1.97,0.7,0.7,1700,0.53,3.0675,2.924,3.211,╫ЭйЛаж
25,бДр╤ки,14.4,9.6,5,а╪,1.685,1.502,1.757,1.347,9.5,4.3,1700,0.48,3.1455,3.442,2.849,╫ЭйЛаж
25,бДр╤ки,14.4,10.3,6.4,а╪,0.943,1.335,0.823,1.039,8.7,8,1700,0.38,2.07,1.766,2.374,╫ЭйЛаж
25,бДр╤ки,14.4,12.3,5.5,а╪,0.93,1.212,1.797,1.233,8.9,9.4,1700,0.55,2.586,2.727,2.445,╫ЭйЛаж
27,бДр╤ки,14.4,11.2,2,а╪,1.76,1.846,2.556,1.855,5.1,9.1,1077.777778,0.82,4.0085,4.316,3.701,╫ЭйЛаж
29,бДр╤ки,14.4,13.4,9,а╪,1.27,1.35,1.63,1.78,7.4,5.6,1355.555556,0.33,3.015,2.9,3.13,╫ЭйЛаж
30,бДр╤ки,14.4,12.7,9.3,а╪,1.7,1.7,1.5,1.4,4.8,6.6,1444.444444,0.27,3.15,3.2,3.1,╫ЭйЛаж
30,бДр╤ки,14.4,12.3,6.8,а╪,1.63,1.34,1.94,1.74,8.8,7.3,1444.444444,0.45,3.325,3.57,3.08,╫ЭйЛаж
41,бДр╤ки,14.4,6.5,0.5,а╪,1.66,2.08,1.64,1.82,1.2,4.7,1522.222222,0.92,3.6,3.3,3.9,╫ЭйЛаж
44,бДр╤ки,14.4,10.8,3.2,а╪,2.08,1.89,1.63,2.26,2.94,9.6,1977.777778,0.7,3.93,3.71,4.15,╫ЭйЛаж
44,бДр╤ки,14.4,10.6,4.6,а╪,1.67,1.51,1.66,1.32,8.6,4.8,1977.777778,0.57,3.08,3.33,2.83,╫ЭйЛаж
45,бДр╤ки,14.4,12.5,3.8,а╪,1.79,1.92,1.45,1.78,8.3,2.4,1466.666667,0.7,3.47,3.24,3.7,╫ЭйЛаж
45,бДр╤ки,14.4,10.7,6.9,а╪,1.7,1.26,1.56,2.23,2.5,8.9,1466.666667,0.36,3.375,3.26,3.49,╫ЭйЛаж
48,бДр╤ки,14.4,12.4,2.1,а╪,2.04,1.33,1.26,2.13,5,6.8,1022.222222,0.83,3.38,3.3,3.46,╫ЭйЛаж
74,бДр╤ки,14.4,13.8,4.1,а╪,1.6,1.5,2.3,2,0,0,1566.666667,0.7,3.7,3.9,3.5,╫ЭйЛаж
74,бДр╤ки,14.4,12.8,4.6,а╪,1.5,2,2.3,2.2,0,0,1566.666667,0.64,4,3.8,4.2,╫ЭйЛаж
88,бДр╤ки,14.4,14.6,5.2,а╪,1.6,1.8,1.6,1.2,0,0,1122.222222,0.64,3.1,3.2,3,╫ЭйЛаж
1,бДр╤ки,14.5,10.3,2.4,╩Н,2.4,1.1,2.4,1.4,0.1,3,2344.444444,0.77,3.65,4.8,2.5,╫ЭйЛаж
4,бДр╤ки,14.5,11.2,2.4,а╪,2.654,1.988,1.64,1.13,7.2,8.7,2155.555556,0.79,3.706,4.294,3.118,╫ЭйЛаж
4,бДр╤ки,14.5,11.8,6.4,а╪,2.43,1.63,2.21,1.69,2.1,2.8,2155.555556,0.46,3.98,4.64,3.32,╫ЭйЛаж
19,бДр╤ки,14.5,11.6,1.3,а╪,1.328,1.569,1.901,2.25,7.9,7.4,766.6666667,0.89,3.524,3.229,3.819,╫ЭйЛаж
19,бДр╤ки,14.5,10.5,1.1,а╪,1.959,1.624,0.802,1.124,8.1,1.6,766.6666667,0.9,2.7545,2.761,2.748,╫ЭйЛаж
20,бДр╤ки,14.5,12.7,1.5,а╪,1.421,1.097,1.825,1.053,8.9,3.5,822.2222222,0.88,2.698,3.246,2.15,╫ЭйЛаж
20,бДр╤ки,14.5,9.8,0.7,а╪,0.979,1.553,2.006,1.478,3,3.1,822.2222222,0.93,3.008,2.985,3.031,╫ЭйЛаж
